,w1,w2,w3,w4,A,Y,Y.1,Y.0
7644,1,0,0,2,0,0,1,0
7645,1,1,2,1,0,1,1,1
7646,1,1,3,2,0,0,1,0
7647,0,1,4,2,0,1,0,1
7648,1,1,1,0,0,1,1,1
7649,1,1,2,2,0,0,1,0
7650,0,0,3,3,0,1,1,1
7651,1,0,0,1,0,0,1,0
7652,1,0,0,4,0,0,0,0
7653,1,0,4,1,0,0,1,0
7654,1,0,1,5,0,1,1,1
7655,1,0,1,2,0,1,1,1
7656,1,1,2,4,0,1,1,1
7657,1,1,2,5,0,1,1,1
7658,0,1,2,5,0,1,1,1
7659,0,1,1,4,0,1,1,1
7660,0,0,1,5,0,1,1,1
7661,1,1,4,4,1,1,1,1
7662,1,1,0,1,0,1,0,1
7663,1,1,3,2,0,0,1,0
7664,1,0,3,2,0,0,0,0
7665,0,1,1,2,1,1,1,0
7666,1,0,3,3,0,1,1,1
7667,1,0,3,4,0,1,1,1
7668,1,1,3,3,1,1,1,1
7669,0,0,1,2,0,0,1,0
7670,0,1,2,2,0,1,1,1
7671,1,1,1,3,0,1,0,1
7672,1,1,3,1,0,1,1,1
7673,1,0,1,0,0,0,0,0
7674,1,0,1,3,0,0,1,0
7675,1,1,0,0,0,0,1,0
7676,1,1,4,2,0,0,1,0
7677,0,1,3,5,1,1,1,1
7678,0,0,1,4,0,1,1,1
7679,1,0,0,4,0,0,0,0
7680,1,1,0,2,1,1,1,1
7681,1,0,1,5,0,1,1,1
7682,1,1,3,3,1,0,0,1
7683,1,0,3,0,0,0,1,0
7684,1,1,0,2,0,0,1,0
7685,1,1,3,2,0,1,1,1
7686,0,1,3,4,0,0,1,0
7687,0,1,3,1,0,1,1,1
7688,0,1,3,3,0,1,1,1
7689,0,1,1,2,0,1,0,1
7690,0,1,1,1,0,0,1,0
7691,0,1,0,2,0,1,1,1
7692,0,0,3,3,0,1,1,1
7693,0,1,1,3,0,1,0,1
7694,1,1,4,5,1,1,1,1
7695,0,0,1,3,0,0,0,0
7696,1,1,1,4,1,1,1,0
7697,0,1,1,3,0,0,1,0
7698,1,0,1,1,0,0,1,0
7699,1,0,4,1,0,1,1,1
7700,1,1,3,2,0,1,1,1
7701,0,0,3,1,0,1,1,1
7702,1,0,3,1,0,0,1,0
7703,1,0,1,2,0,0,0,0
7704,0,0,1,0,0,1,1,1
7705,1,1,1,5,0,1,1,1
7706,0,1,3,1,0,1,1,1
7707,0,0,2,3,0,0,1,0
7708,1,1,0,5,1,1,1,1
7709,1,1,0,4,0,1,1,1
7710,0,0,3,1,0,0,1,0
7711,0,0,3,2,0,1,1,1
7712,1,1,2,5,1,1,1,1
7713,0,0,2,0,0,1,1,1
7714,0,1,2,2,0,0,1,0
7715,1,1,3,3,0,1,1,1
7716,1,0,3,1,0,1,1,1
7717,1,0,1,4,0,0,0,0
7718,0,1,4,2,0,0,1,0
7719,1,1,3,1,0,0,1,0
7720,0,0,3,0,0,1,1,1
7721,0,1,1,3,1,1,1,0
7722,0,0,2,5,0,1,1,1
7723,0,1,1,0,0,1,1,1
7724,0,0,0,5,0,1,0,1
7725,1,0,1,0,0,0,0,0
7726,1,1,4,0,0,0,1,0
7727,0,0,1,4,1,1,1,0
7728,1,0,3,1,0,0,0,0
7729,1,1,1,1,0,1,0,1
7730,0,0,2,3,0,0,1,0
7731,0,1,1,1,0,1,1,1
7732,0,1,3,4,0,1,1,1
7733,1,0,4,2,0,0,0,0
7734,1,0,4,2,0,0,1,0
7735,0,1,1,1,0,0,1,0
7736,1,0,3,3,0,1,0,1
7737,1,0,1,1,0,0,0,0
7738,1,1,2,4,0,1,1,1
7739,1,0,2,2,0,0,0,0
7740,0,1,1,2,0,0,1,0
7741,0,1,1,2,0,0,1,0
7742,1,1,2,0,0,0,0,0
7743,1,1,1,4,1,0,0,1
7744,0,1,2,2,0,1,1,1
7745,0,0,3,4,0,1,1,1
7746,1,0,3,1,0,0,1,0
7747,0,0,0,2,0,1,0,1
7748,0,1,1,5,1,0,0,1
7749,1,1,2,2,1,0,0,0
7750,0,0,3,4,0,1,1,1
7751,1,1,1,3,0,1,1,1
7752,1,0,2,4,0,1,1,1
7753,1,1,2,3,0,1,0,1
7754,1,0,3,4,0,1,1,1
7755,0,0,1,3,0,1,1,1
7756,1,0,2,5,0,0,1,0
7757,1,0,1,1,0,0,1,0
7758,0,1,3,2,0,1,1,1
7759,1,1,4,4,1,1,1,1
7760,1,1,2,4,0,1,1,1
7761,1,1,1,2,0,1,1,1
7762,1,1,1,4,0,1,1,1
7763,0,1,3,3,0,0,1,0
7764,0,1,1,2,0,1,0,1
7765,1,1,0,4,0,0,1,0
7766,0,0,3,3,0,0,1,0
7767,0,1,0,1,0,0,1,0
7768,1,0,2,1,0,1,1,1
7769,0,1,3,2,0,1,1,1
7770,0,0,1,3,0,0,0,0
7771,0,0,2,3,0,1,0,1
7772,0,1,3,4,0,1,0,1
7773,0,1,2,5,0,1,1,1
7774,1,0,4,3,0,0,0,0
7775,0,1,2,4,0,1,1,1
7776,1,0,3,0,0,0,0,0
7777,0,0,2,2,0,0,1,0
7778,0,1,2,5,1,1,1,1
7779,0,1,1,1,0,1,0,1
7780,0,0,2,2,0,1,0,1
7781,1,1,2,1,0,0,0,0
7782,1,1,4,3,1,1,1,0
7783,1,0,2,5,0,1,1,1
7784,1,1,1,2,0,0,1,0
7785,1,1,2,4,1,0,0,1
7786,0,1,3,0,0,1,1,1
7787,1,1,1,2,0,0,1,0
7788,1,0,2,1,0,1,1,1
7789,0,0,3,5,0,1,1,1
7790,0,1,1,3,0,1,0,1
7791,1,1,2,4,0,1,1,1
7792,1,1,0,2,0,0,1,0
7793,1,0,3,2,0,1,0,1
7794,0,1,1,4,0,1,1,1
7795,1,0,2,1,0,1,1,1
7796,0,1,2,1,0,1,1,1
7797,0,1,3,2,0,1,0,1
7798,1,1,3,3,1,1,1,1
7799,0,1,4,2,1,1,1,1
7800,1,1,2,3,1,0,0,0
7801,0,0,3,2,0,1,1,1
7802,1,1,1,0,0,1,1,1
7803,0,1,2,1,1,1,1,1
7804,0,0,0,2,0,1,1,1
7805,1,1,3,4,0,1,1,1
7806,1,1,0,2,1,1,1,0
7807,1,1,0,0,0,0,1,0
7808,0,1,3,3,0,0,1,0
7809,1,1,1,0,0,0,1,0
7810,0,1,3,2,1,0,0,0
7811,1,0,2,2,0,1,1,1
7812,1,1,2,1,0,1,1,1
7813,1,1,4,5,1,1,1,1
7814,0,1,0,1,0,0,1,0
7815,1,1,3,4,0,1,1,1
7816,1,0,2,2,0,0,0,0
7817,1,1,3,3,0,1,1,1
7818,1,1,0,1,0,0,1,0
7819,0,1,4,5,1,1,1,1
7820,0,0,0,3,0,0,1,0
7821,0,1,3,4,0,1,1,1
7822,1,0,4,2,0,1,0,1
7823,0,0,1,2,0,1,1,1
7824,1,1,1,5,1,1,1,1
7825,0,1,2,1,0,1,0,1
7826,1,0,1,3,0,1,0,1
7827,1,1,4,5,1,1,1,1
7828,0,1,4,0,0,0,1,0
7829,0,1,1,2,0,0,0,0
7830,1,0,0,5,0,1,1,1
7831,0,1,4,5,1,1,1,1
7832,1,0,1,1,0,0,0,0
7833,1,1,1,4,0,0,1,0
7834,1,1,2,2,0,1,1,1
7835,0,0,1,3,0,1,0,1
7836,0,1,2,5,1,1,1,1
7837,1,1,2,5,1,1,1,0
7838,1,1,0,2,0,0,1,0
7839,0,0,1,2,0,0,0,0
7840,0,0,1,5,0,0,1,0
7841,1,1,1,4,1,1,1,0
7842,1,0,4,1,0,0,0,0
7843,0,1,1,3,0,1,1,1
7844,1,0,3,3,0,0,0,0
7845,1,1,4,3,0,1,1,1
7846,1,1,2,3,0,1,1,1
7847,0,0,1,0,0,0,1,0
7848,0,1,3,4,0,1,1,1
7849,0,1,2,3,0,1,1,1
7850,1,0,2,4,0,0,1,0
7851,1,0,1,4,0,1,1,1
7852,0,0,3,0,0,1,0,1
7853,0,1,0,2,0,1,1,1
7854,0,0,2,0,0,0,1,0
7855,0,1,3,4,1,0,0,1
7856,1,1,1,1,0,1,0,1
7857,1,1,1,2,0,1,1,1
7858,0,0,2,4,1,1,1,1
7859,1,1,4,1,0,1,1,1
7860,1,1,2,0,0,0,1,0
7861,1,0,0,0,0,0,1,0
7862,0,1,1,2,0,0,1,0
7863,0,1,0,0,0,0,1,0
7864,1,0,1,5,1,1,1,0
7865,1,1,1,1,0,1,1,1
7866,1,1,3,3,0,0,1,0
7867,1,1,2,4,0,1,1,1
7868,1,1,0,3,0,1,1,1
7869,0,1,3,3,0,1,1,1
7870,1,1,1,1,0,1,1,1
7871,1,1,3,2,0,1,1,1
7872,1,1,3,1,0,1,1,1
7873,0,0,4,2,0,1,1,1
7874,0,0,2,3,0,0,1,0
7875,1,1,1,3,0,1,0,1
7876,1,0,3,1,0,0,1,0
7877,0,1,2,0,0,0,1,0
7878,0,1,1,4,0,1,1,1
7879,1,0,3,1,0,0,0,0
7880,0,1,1,2,0,1,1,1
7881,1,1,0,2,0,1,0,1
7882,0,1,2,4,0,1,1,1
7883,1,1,3,1,0,1,1,1
7884,1,0,1,4,0,0,1,0
7885,0,1,0,1,0,0,1,0
7886,1,1,1,2,0,0,1,0
7887,1,1,1,4,1,1,1,0
7888,0,0,3,1,0,1,1,1
7889,0,1,1,2,0,1,1,1
7890,1,0,3,3,0,0,0,0
7891,1,1,3,4,1,1,1,0
7892,0,0,0,4,0,1,1,1
7893,0,1,1,3,0,0,1,0
7894,1,0,3,3,0,0,1,0
7895,1,0,2,0,0,0,1,0
7896,0,0,4,5,1,1,1,1
7897,0,0,4,3,0,0,1,0
7898,1,1,2,3,0,1,1,1
7899,1,1,0,2,0,1,1,1
7900,1,0,1,5,1,1,1,0
7901,0,1,2,2,0,1,1,1
7902,1,1,4,1,0,0,1,0
7903,1,0,4,1,0,1,1,1
7904,0,1,1,3,0,1,1,1
7905,1,1,4,4,1,1,1,1
7906,0,0,1,0,0,1,0,1
7907,0,1,2,4,0,1,1,1
7908,0,1,1,5,0,1,1,1
7909,1,1,2,3,0,1,1,1
7910,1,1,3,5,1,1,1,1
7911,0,1,0,4,0,1,0,1
7912,0,1,3,3,0,1,1,1
7913,1,0,2,1,0,0,1,0
7914,1,1,3,2,0,1,1,1
7915,0,0,4,4,0,1,1,1
7916,0,0,4,0,0,0,1,0
7917,0,1,0,1,0,0,1,0
7918,1,0,3,4,0,0,1,0
7919,1,1,2,1,0,0,1,0
7920,1,0,0,2,0,0,0,0
7921,0,0,2,1,0,1,1,1
7922,0,1,2,1,0,1,1,1
7923,1,1,2,1,0,0,1,0
7924,0,0,0,0,0,1,0,1
7925,0,1,2,3,1,1,1,1
7926,0,1,3,2,0,0,0,0
7927,0,0,1,3,0,0,0,0
7928,1,1,2,5,1,1,1,1
7929,1,1,3,3,0,1,1,1
7930,0,1,2,4,0,1,1,1
7931,0,1,3,3,0,1,0,1
7932,1,1,4,3,0,1,1,1
7933,1,1,2,3,1,1,1,1
7934,1,1,2,2,0,1,1,1
7935,1,1,1,3,0,1,1,1
7936,0,1,3,0,0,0,1,0
7937,1,1,1,3,0,1,1,1
7938,1,1,4,1,0,1,1,1
7939,1,1,1,2,0,0,1,0
7940,0,1,2,1,0,0,1,0
7941,0,0,2,4,0,0,1,0
7942,0,1,2,4,0,0,1,0
7943,0,0,2,5,1,1,1,1
7944,0,0,2,5,1,1,1,0
7945,0,1,1,5,0,0,1,0
7946,1,1,1,1,0,1,1,1
7947,1,1,3,1,0,1,1,1
7948,0,1,0,3,0,0,1,0
7949,1,0,0,1,0,0,0,0
7950,0,1,1,2,0,0,0,0
7951,1,0,2,4,0,0,1,0
7952,1,1,1,2,0,0,1,0
7953,1,1,2,2,0,0,0,0
7954,1,0,1,5,0,1,1,1
7955,0,0,2,5,0,1,1,1
7956,0,1,4,2,0,0,1,0
7957,0,1,0,0,0,0,1,0
7958,1,1,3,2,0,0,1,0
7959,1,1,2,0,0,1,0,1
7960,0,1,2,2,0,1,1,1
7961,0,0,4,2,0,1,1,1
7962,0,0,3,3,0,0,1,0
7963,0,0,2,3,0,1,1,1
7964,1,0,2,2,0,1,0,1
7965,0,1,1,2,0,1,1,1
7966,0,1,0,4,0,1,1,1
7967,1,0,3,4,0,1,0,1
7968,0,1,0,1,0,0,1,0
7969,0,1,1,4,0,1,1,1
7970,1,0,2,2,0,1,1,1
7971,0,1,1,4,0,1,1,1
7972,1,1,1,3,1,1,1,1
7973,0,1,3,2,0,1,1,1
7974,0,0,1,2,0,0,0,0
7975,0,1,2,1,0,0,1,0
7976,0,1,1,4,0,1,1,1
7977,0,1,2,5,1,1,1,1
7978,0,1,3,5,0,1,1,1
7979,0,1,3,1,0,1,0,1
7980,1,1,2,4,1,1,1,1
7981,1,0,3,2,0,1,1,1
7982,0,1,3,1,0,0,1,0
7983,1,1,3,1,0,0,1,0
7984,0,1,0,0,0,1,1,1
7985,0,0,0,3,0,1,0,1
7986,1,1,3,5,1,1,1,1
7987,0,1,4,1,0,1,1,1
7988,0,1,3,5,0,1,1,1
7989,0,0,0,3,0,0,1,0
7990,0,1,2,4,0,1,1,1
7991,0,1,0,5,1,1,1,0
7992,1,0,2,1,0,0,1,0
7993,0,1,4,4,1,1,1,1
7994,0,0,2,2,0,0,1,0
7995,0,1,0,3,0,0,1,0
7996,1,1,2,2,0,0,1,0
7997,0,0,2,1,0,0,0,0
7998,1,0,3,2,0,1,1,1
7999,1,1,3,5,1,1,1,1
8000,1,1,3,3,0,1,1,1
8001,1,1,3,4,1,1,1,0
8002,1,0,1,2,0,0,1,0
8003,0,0,0,1,0,0,0,0
8004,0,0,2,4,0,1,1,1
8005,0,0,0,2,0,0,0,0
8006,1,0,1,1,0,0,1,0
8007,1,1,3,1,0,0,1,0
8008,1,1,0,4,0,0,1,0
8009,0,1,3,1,0,0,1,0
8010,0,0,1,4,0,1,0,1
8011,1,1,1,4,0,1,1,1
8012,0,0,2,4,0,1,1,1
8013,1,1,1,2,0,1,0,1
8014,1,0,1,2,0,0,1,0
8015,1,0,2,4,1,1,1,0
8016,0,0,3,3,0,1,1,1
8017,0,0,3,2,0,1,1,1
8018,1,1,2,5,1,1,1,1
8019,1,1,3,4,1,1,1,1
8020,1,1,4,4,0,1,1,1
8021,1,1,2,5,1,1,1,1
8022,1,1,4,5,1,1,1,1
8023,1,0,2,4,0,0,0,0
8024,0,0,3,1,0,1,1,1
8025,0,1,3,2,0,1,1,1
8026,0,0,2,4,1,1,1,1
8027,1,1,1,4,0,1,1,1
8028,0,1,0,4,0,1,1,1
8029,1,0,0,3,0,0,1,0
8030,0,1,0,3,0,1,1,1
8031,1,1,0,1,0,0,0,0
8032,0,0,2,3,0,0,1,0
8033,0,1,3,5,1,1,1,0
8034,1,1,1,3,0,1,1,1
8035,1,1,3,3,1,1,1,1
8036,0,1,2,3,0,1,1,1
8037,1,1,4,3,0,1,1,1
8038,1,0,0,3,0,0,1,0
8039,1,0,2,3,0,0,0,0
8040,0,1,0,3,0,0,0,0
8041,0,1,0,3,0,1,1,1
8042,0,0,2,4,0,1,1,1
8043,1,1,2,2,1,1,1,1
8044,1,0,2,1,0,0,1,0
8045,0,1,0,1,0,1,1,1
8046,0,1,2,1,0,1,1,1
8047,0,1,0,2,0,0,1,0
8048,1,0,2,5,1,1,1,1
8049,1,0,3,0,0,1,0,1
8050,0,1,1,3,0,1,1,1
8051,0,0,3,1,0,1,0,1
8052,0,0,2,0,0,1,0,1
8053,1,1,4,0,0,1,1,1
8054,1,1,3,4,1,1,1,1
8055,1,1,2,2,0,1,1,1
8056,1,0,0,1,0,1,0,1
8057,0,1,2,5,1,1,1,1
8058,0,0,3,1,0,0,0,0
8059,0,1,3,3,0,1,1,1
8060,1,0,2,3,0,0,0,0
8061,0,1,1,5,0,0,1,0
8062,0,1,3,4,1,1,1,1
8063,1,0,1,2,0,0,1,0
8064,0,1,0,4,1,1,1,1
8065,1,1,4,1,0,1,1,1
8066,1,0,3,0,0,1,1,1
8067,1,1,4,4,0,1,1,1
8068,0,0,3,3,0,1,1,1
8069,0,1,3,4,0,0,1,0
8070,0,1,4,1,0,1,1,1
8071,0,1,2,2,1,1,1,1
8072,0,1,1,3,0,0,1,0
8073,1,1,3,2,0,0,0,0
8074,0,1,1,1,0,0,0,0
8075,0,1,2,4,0,1,1,1
8076,1,1,1,1,0,0,1,0
8077,1,0,0,3,0,0,1,0
8078,1,1,1,5,1,1,1,1
8079,1,1,2,3,0,0,0,0
8080,0,0,2,2,0,1,0,1
8081,0,0,3,5,0,0,1,0
8082,1,0,1,2,0,1,0,1
8083,0,1,0,4,0,0,1,0
8084,1,1,2,4,1,0,0,0
8085,1,0,3,3,0,1,0,1
8086,0,1,3,5,1,0,0,1
8087,1,1,1,4,0,0,1,0
8088,0,1,4,0,0,0,1,0
8089,0,1,3,5,1,1,1,1
8090,0,1,1,1,0,0,0,0
8091,1,1,3,4,1,1,1,0
8092,1,0,1,2,0,0,1,0
8093,0,1,2,1,0,0,0,0
8094,1,0,1,0,0,0,1,0
8095,0,1,3,2,0,0,1,0
8096,1,0,3,3,0,1,0,1
8097,1,1,2,2,0,1,1,1
8098,1,0,4,2,0,1,1,1
8099,1,0,0,4,0,0,1,0
8100,0,1,1,0,0,1,1,1
8101,1,1,2,3,0,1,1,1
8102,0,0,3,3,0,0,1,0
8103,0,0,3,2,0,0,1,0
8104,0,1,1,2,0,1,1,1
8105,1,1,0,3,0,1,0,1
8106,1,1,0,1,0,1,0,1
8107,0,0,1,5,0,0,1,0
8108,1,1,3,1,0,1,1,1
8109,1,1,2,1,0,0,0,0
8110,1,1,3,1,0,0,1,0
8111,0,1,2,5,0,1,1,1
8112,1,0,0,2,0,1,1,1
8113,0,0,3,1,0,1,0,1
8114,0,1,1,1,0,1,0,1
8115,1,1,2,5,1,1,1,1
8116,1,0,1,0,0,1,0,1
8117,0,0,0,0,0,0,1,0
8118,0,1,4,3,0,1,1,1
8119,1,1,3,1,0,1,1,1
8120,1,1,3,4,1,1,1,1
8121,0,1,2,2,0,0,1,0
8122,1,1,0,2,0,1,1,1
8123,0,1,1,1,0,0,1,0
8124,0,1,1,5,0,1,1,1
8125,0,0,2,4,0,0,1,0
8126,1,0,2,1,0,1,1,1
8127,1,1,2,3,0,1,1,1
8128,0,0,0,4,1,1,1,1
8129,0,1,1,3,0,1,1,1
8130,0,1,0,1,0,1,1,1
8131,0,1,1,4,0,0,1,0
8132,0,0,2,3,0,1,1,1
8133,0,1,3,3,0,1,1,1
8134,0,1,2,3,0,0,1,0
8135,1,0,3,2,0,1,1,1
8136,1,0,0,5,0,1,0,1
8137,0,1,0,1,0,1,0,1
8138,0,1,1,1,0,1,1,1
8139,1,1,0,4,0,0,0,0
8140,0,0,2,3,0,0,1,0
8141,1,1,3,3,0,1,1,1
8142,0,1,4,4,1,1,1,0
8143,1,1,2,2,0,1,1,1
8144,0,1,2,2,0,1,1,1
8145,0,1,3,1,0,1,1,1
8146,0,1,3,1,0,0,1,0
8147,1,1,0,1,0,0,1,0
8148,1,1,0,1,0,1,0,1
8149,1,1,3,3,0,1,1,1
8150,1,0,1,1,0,1,0,1
8151,0,1,3,1,0,1,1,1
8152,0,1,1,0,0,1,0,1
8153,0,1,1,5,1,1,1,0
8154,0,1,4,4,0,1,1,1
8155,1,1,4,3,0,0,1,0
8156,1,1,1,1,0,0,1,0
8157,0,1,3,3,0,1,1,1
8158,1,1,3,3,0,1,0,1
8159,0,1,2,4,0,0,1,0
8160,1,1,3,5,0,1,1,1
8161,0,1,2,4,1,1,1,1
8162,0,1,3,4,0,1,1,1
8163,1,0,3,2,0,0,0,0
8164,1,0,0,3,0,0,0,0
8165,0,1,2,4,1,1,1,1
8166,0,1,3,2,0,1,1,1
8167,1,0,4,4,0,0,1,0
8168,1,0,3,4,0,1,0,1
8169,1,1,1,4,0,1,1,1
8170,0,0,3,2,0,1,1,1
8171,1,0,2,2,0,0,0,0
8172,0,1,0,2,0,1,1,1
8173,0,1,2,4,1,1,1,0
8174,0,1,4,1,0,1,1,1
8175,0,1,4,0,0,0,1,0
8176,0,0,1,3,0,1,1,1
8177,0,0,3,4,0,0,1,0
8178,1,0,3,2,0,0,1,0
8179,1,0,3,4,1,1,1,0
8180,1,0,0,2,0,0,0,0
8181,0,0,4,5,1,1,1,1
8182,1,1,4,4,1,1,1,1
8183,0,1,2,2,0,1,1,1
8184,1,0,3,3,0,1,1,1
8185,0,1,1,1,0,0,1,0
8186,1,1,3,0,0,1,1,1
8187,1,1,1,1,0,0,0,0
8188,1,0,2,5,0,1,1,1
8189,0,0,0,4,0,1,1,1
8190,0,1,1,4,1,0,0,0
8191,0,0,0,1,0,0,1,0
8192,1,1,1,5,1,1,1,1
8193,1,0,0,3,0,1,1,1
8194,1,1,4,4,1,1,1,1
8195,1,1,4,5,1,1,1,1
8196,1,1,4,4,0,1,1,1
8197,0,1,2,0,0,0,1,0
8198,0,1,1,2,0,1,1,1
8199,0,1,3,1,0,1,1,1
8200,0,1,2,2,0,1,1,1
8201,0,1,1,0,0,1,1,1
8202,0,1,1,3,0,1,1,1
8203,0,1,3,2,1,1,1,1
8204,1,0,2,1,0,1,0,1
8205,1,1,2,2,0,0,1,0
8206,1,1,1,2,1,0,0,1
8207,1,1,1,4,0,1,1,1
8208,0,0,1,3,0,1,0,1
8209,0,1,1,3,0,1,1,1
8210,0,0,2,5,0,1,1,1
8211,0,1,0,2,0,0,0,0
8212,1,1,0,2,0,1,1,1
8213,1,0,2,1,0,0,1,0
8214,1,0,2,2,0,1,1,1
8215,1,0,2,2,0,0,1,0
8216,1,0,4,4,1,0,0,1
8217,1,0,1,0,0,0,0,0
8218,1,1,4,2,0,1,1,1
8219,1,1,3,2,0,0,1,0
8220,0,1,1,2,0,1,0,1
8221,1,0,1,2,0,0,1,0
8222,0,0,1,1,0,0,1,0
8223,1,1,1,5,1,1,1,1
8224,0,1,1,4,0,1,1,1
8225,1,0,1,2,0,0,0,0
8226,0,1,3,4,0,1,1,1
8227,1,1,3,1,0,0,1,0
8228,1,1,4,3,0,1,1,1
8229,0,1,2,0,0,1,1,1
8230,1,1,2,3,0,1,0,1
8231,1,1,4,3,0,0,1,0
8232,0,0,2,3,0,1,1,1
8233,0,1,1,2,0,1,1,1
8234,1,0,3,4,0,1,0,1
8235,1,0,3,1,0,0,1,0
8236,1,1,2,5,1,1,1,1
8237,0,0,4,2,0,1,1,1
8238,1,1,2,2,0,0,1,0
8239,1,1,1,3,0,1,1,1
8240,1,0,2,0,0,0,0,0
8241,0,1,4,2,0,0,1,0
8242,0,0,3,0,0,0,0,0
8243,1,0,1,5,0,1,1,1
8244,1,1,0,0,0,1,0,1
8245,0,1,4,2,0,1,1,1
8246,1,1,2,3,0,0,1,0
8247,1,0,4,2,0,1,1,1
8248,0,1,2,1,0,1,1,1
8249,0,1,3,2,1,1,1,1
8250,0,1,4,1,0,1,1,1
8251,0,1,1,3,1,1,1,1
8252,1,1,1,5,1,1,1,1
8253,1,0,3,0,0,0,1,0
8254,0,1,3,2,1,1,1,1
8255,1,0,3,0,0,0,1,0
8256,1,1,2,2,0,1,1,1
8257,1,0,0,1,0,0,1,0
8258,1,0,2,0,0,0,0,0
8259,1,0,0,3,0,1,0,1
8260,0,1,4,2,0,1,1,1
8261,0,0,1,3,0,0,0,0
8262,0,1,2,2,0,0,1,0
8263,0,1,0,2,0,1,0,1
8264,0,0,3,5,0,1,1,1
8265,0,1,3,0,0,0,1,0
8266,1,1,0,3,0,0,1,0
8267,1,1,2,3,0,0,1,0
8268,0,0,2,3,0,0,0,0
8269,1,1,3,4,0,1,1,1
8270,1,1,3,4,1,1,1,1
8271,1,1,3,5,1,1,1,1
8272,0,1,4,4,1,1,1,1
8273,1,1,0,4,0,1,1,1
8274,0,0,1,2,0,0,0,0
8275,0,1,1,2,0,1,1,1
8276,1,0,1,4,0,0,1,0
8277,0,1,2,3,0,1,0,1
8278,1,0,0,2,0,1,0,1
8279,0,0,0,3,0,0,0,0
8280,1,1,0,3,1,1,1,0
8281,0,0,3,3,0,0,1,0
8282,1,1,2,5,0,1,1,1
8283,0,1,1,3,0,0,1,0
8284,1,0,2,0,0,0,1,0
8285,0,1,4,2,0,1,1,1
8286,0,1,2,1,0,1,1,1
8287,1,0,3,4,0,1,1,1
8288,1,1,1,2,0,1,0,1
8289,0,1,2,4,0,1,1,1
8290,1,1,3,0,0,1,1,1
8291,0,0,1,4,0,0,0,0
8292,1,1,0,4,1,1,1,0
8293,1,1,1,3,0,1,1,1
8294,0,1,1,3,0,1,1,1
8295,0,0,2,4,0,0,0,0
8296,1,1,2,4,0,0,1,0
8297,0,1,3,1,1,0,0,1
8298,1,1,1,3,0,1,1,1
8299,1,1,1,1,0,1,0,1
8300,1,1,4,4,1,1,1,1
8301,0,0,3,3,0,0,1,0
8302,1,0,2,0,0,1,0,1
8303,1,1,3,1,0,1,1,1
8304,0,0,0,3,0,0,1,0
8305,0,0,1,4,0,0,1,0
8306,0,0,1,2,0,1,1,1
8307,1,1,2,1,0,1,1,1
8308,1,1,3,1,0,1,1,1
8309,0,0,2,2,0,1,0,1
8310,1,1,1,4,0,0,1,0
8311,0,0,1,4,0,1,1,1
8312,0,1,2,1,0,0,1,0
8313,1,1,1,4,0,1,1,1
8314,0,1,3,5,1,1,1,1
8315,0,1,1,4,0,1,1,1
8316,1,0,1,1,0,0,1,0
8317,0,0,2,1,0,1,1,1
8318,0,1,4,3,0,1,1,1
8319,0,1,4,3,0,1,1,1
8320,1,0,1,4,1,0,0,1
8321,0,0,4,2,0,1,1,1
8322,0,1,1,2,0,1,1,1
8323,0,0,3,3,0,1,1,1
8324,0,1,4,1,1,1,1,0
8325,0,1,2,3,1,0,0,1
8326,1,1,1,1,0,0,1,0
8327,1,0,0,4,0,1,0,1
8328,1,0,2,1,0,0,1,0
8329,0,1,4,1,1,1,1,0
8330,0,0,1,0,0,0,1,0
8331,1,1,3,5,0,1,1,1
8332,1,1,2,1,0,0,1,0
8333,1,1,4,3,0,1,0,1
8334,1,0,4,5,0,1,1,1
8335,1,1,2,2,0,1,1,1
8336,0,0,2,5,0,1,1,1
8337,0,1,1,1,0,1,1,1
8338,0,0,3,3,0,1,1,1
8339,0,1,0,5,0,1,1,1
8340,0,0,3,1,0,1,1,1
8341,1,0,2,4,0,1,1,1
8342,1,0,0,2,0,0,0,0
8343,1,1,4,1,0,0,1,0
8344,0,1,0,0,0,1,1,1
8345,0,1,3,4,1,1,1,0
8346,1,1,4,3,0,1,1,1
8347,1,0,2,0,0,1,1,1
8348,1,1,3,0,0,1,0,1
8349,1,1,2,4,1,1,1,0
8350,0,1,2,5,0,1,1,1
8351,0,0,1,2,0,1,1,1
8352,1,1,0,3,0,0,1,0
8353,0,0,0,3,0,1,1,1
8354,0,0,4,2,0,1,1,1
8355,0,1,1,1,0,1,1,1
8356,1,1,1,3,0,1,1,1
8357,0,1,4,1,0,1,1,1
8358,1,0,1,1,0,0,1,0
8359,1,0,1,3,0,0,1,0
8360,1,1,1,4,0,1,1,1
8361,1,0,2,1,0,1,0,1
8362,1,0,1,5,0,0,1,0
8363,0,0,3,2,0,1,1,1
8364,0,0,2,4,1,1,1,1
8365,0,1,1,4,0,0,0,0
8366,0,1,1,2,0,1,1,1
8367,0,1,1,2,0,0,1,0
8368,0,1,1,4,1,0,0,1
8369,0,0,0,4,0,0,1,0
8370,1,0,2,3,0,1,0,1
8371,1,1,2,5,1,1,1,1
8372,0,1,3,3,1,1,1,1
8373,0,0,2,4,0,0,1,0
8374,1,1,2,0,0,0,1,0
8375,1,1,1,4,0,0,1,0
8376,0,1,1,0,0,0,0,0
8377,0,0,4,0,0,1,1,1
8378,0,1,2,5,0,0,1,0
